1.281169056892395020e+00,4.476814270019531250e+00
2.574571132659912109e+00,1.925525069236755371e+00
3.572410345077514648e+00,6.895271539688110352e-01
4.898898124694824219e+00,1.655600070953369141e+00
2.316638708114624023e+00,2.991217374801635742e+00
2.719431221485137939e-01,1.478595972061157227e+00
5.029827117919921875e+00,2.045444488525390625e+00
4.493781566619873047e+00,2.495541572570800781e+00
7.805171608924865723e-01,2.054852485656738281e+00
4.525870680809020996e-01,2.127855777740478516e+00
4.024095058441162109e+00,1.053723335266113281e+00
1.239829421043395996e+00,4.429341316223144531e+00
4.865900993347167969e+00,2.639957904815673828e+00
3.870216608047485352e+00,3.570053815841674805e+00
4.200332164764404297e+00,2.166127681732177734e+00
3.493818283081054688e+00,2.177356719970703125e+00
9.596013426780700684e-01,3.350073099136352539e+00
8.878102898597717285e-01,1.668184757232666016e+00
4.107033252716064453e+00,1.875610589981079102e+00
3.453769445419311523e+00,6.695691347122192383e-01
2.367457151412963867e+00,1.662552952766418457e+00
5.638660907745361328e+00,3.342682600021362305e+00
3.091346979141235352e+00,3.030912160873413086e+00
1.734260082244873047e+00,7.524151802062988281e-01
1.088202595710754395e+00,4.281085014343261719e+00
4.920542716979980469e+00,2.261635065078735352e+00
3.496656715869903564e-01,2.127669095993041992e+00
4.605765342712402344e+00,1.430505752563476562e+00
3.108845233917236328e+00,1.025106787681579590e+00
2.931180238723754883e+00,3.350305318832397461e+00
3.825338602066040039e+00,8.358570933341979980e-01
4.487200081348419189e-01,1.471944689750671387e+00
2.527103900909423828e+00,1.841005086898803711e+00
5.941916704177856445e-01,1.933354020118713379e+00
4.318672180175781250e+00,2.733702182769775391e+00
7.968985438346862793e-01,2.714464902877807617e+00
1.199981808662414551e+00,2.917696952819824219e+00
5.645329475402832031e+00,3.028373003005981445e+00
9.279295802116394043e-01,2.783293008804321289e+00
2.356822192668914795e-01,1.382783651351928711e+00
2.058122634887695312e+00,4.691472530364990234e+00
3.831774473190307617e+00,1.602606892585754395e+00
2.959555864334106445e+00,2.478219032287597656e+00
1.922293066978454590e+00,4.325733184814453125e+00
1.993829488754272461e+00,3.025241374969482422e+00
1.065195441246032715e+00,2.360884189605712891e+00
9.202314019203186035e-01,2.517694473266601562e+00
6.012110710144042969e-01,1.219098329544067383e+00
6.094849586486816406e+00,2.616479158401489258e+00
3.786978960037231445e+00,8.756022453308105469e-01
6.087809801101684570e-01,2.449481487274169922e+00
3.843311309814453125e+00,1.376008152961730957e+00
2.943645477294921875e+00,1.098823904991149902e+00
2.229636192321777344e+00,3.624063491821289062e+00
9.692280888557434082e-01,9.664036035537719727e-01
6.656979918479919434e-01,1.883803963661193848e+00
1.139425873756408691e+00,3.223011016845703125e+00
3.219870805740356445e+00,2.588212013244628906e+00
3.636345386505126953e+00,7.836611270904541016e-01
3.160175085067749023e+00,4.616579055786132812e+00
