"Language_ID","feB","feZ","fFBeD","fFBeS","fFByD","fFByS","fFZeD","fFZeS","fFZyD","fFZyS","fMBeD","fMBeS","fMByD","fMByS","fMZeD","fMZeS","fMZyD","fMZyS","fyB","fyZ","meB","meZ","mFBeD","mFBeS","mFByD","mFByS","mFZeD","mFZeS","mFZyD","mFZyS","mMBeD","mMBeS","mMByD","mMByS","mMZeD","mMZeS","mMZyD","mMZyS","myB","myZ"
"p_sini1245_798","wo-tě ko-ko","wo-tě tseay-tseay","wo-tě tang-tsze-mei","wo-tě tang-heung-te","wo-tě e-tang-tsze-mei","wo-tě tang-heung-te","wo-tě peaon-tsze-mei","wo-tě peaon-heung-te","wo-tě peaon-tsze-mei","wo-tě peaon-heung-te","wo-tě peaon-tsze-mei","wo-tě peaon-heung-te","wo-tě peaon-tsze-mei","wo-tě peaon-heung-te","wo-tě e-peaon-tsze-mei","wo-tě e-peason-heung-te","wo-tě e-peaon-tsze-mei","wo-tě e-peaon-heung-te","wo-tě heung-te","wo-tě mei-mei","wo-tě ko-ko","wo-tě tseay-tseay","wo-tě tang-tse-mei","wo-tě tang-heung-te","wo-tě e-tang-tsze-mei","wo-tě tang-heung-te","wo-tě peaon-tsze-mei","wo-tě peaon-heung-te","wo-tě peaon-tsze-mei","wo-tě peaon-heung-te","wo-tě peaon-tsze-mei","wo-tě peaon-heung-te","wo-tě peaon-tsze-mei","wo-tě peaon-heung-te","wo-tě e-peaon-tsze-mei","wo-tě e-peason-heung-te","wo-tě e-peaon-tsze-mei","wo-tě e-peaon-heung-te","wo-tě heung-te","wo-tě mei-mei"
"p_slav1253_867","kǔnʼ-dig-eh","säʼ-dä","säʼ-da","kǔnʼ-dig-eh","a-daʼ-zy","a-chaʼ-a","säʼ-dä","kǔnʼ-dig-eh","a-daʼ-ze","a-chaʼ-a","säʼ-dä","kǔnʼ-dig-eh","a-daʼ-ze","a-chaʼ-a","säʼ-dä","kǔnʼ-dig-eh","a-daʼ-ze","a-chaʼ-a","a-chaʼ-a","a-daʼ-ze","kǔnʼ-dig-eh","säʼ-dä","säʼ-dä","kǔnʼ-dig-eh","a-daʼ-zy","a-chaʼ-a","säʼ-dä","kǔnʼ-dig-eh","a-daʼ-ze","a-chaʼ-a","säʼ-dä","kǔnʼ-dig-eh","a-daʼ-ze","a-chaʼ-a","säʼ-dä","kǔnʼ-dig-eh","a-daʼ-ze","a-chaʼ-a","a-chaʼ-a","a-daʼ-ze"
"p_sout2856_897","tai","tet kpur","tet kpur","tai","tet ses","tai ses","tet kpur","tai","tet ses","tai ses","tet kpur","tai","tet ses","tai ses","tet kpur","tai","tet ses","tai ses","tai ses","tet ses","tai k͡pur","tet k͡pur","tet kpur","tai","tet ses","tai ses","tet kpur","tai","tet ses","tai ses","tet kpur","tai","tet ses","tai ses","tet kpur","tai","tet ses","tai ses","tai sɛs","tet ses"
"p_suzh1234_1006","aʔ5 kəu55","aʔ5 tsiɑ51","dɑ᷈13 tsiɑ51-21","dɑ᷈13 ɕioŋ55-21","dɑ᷈13 mᴇ31-21","dɑ᷈13 di31-21","piæ51 tsiɑ51-21","piæ51 kəu55-31","piæ51 mᴇ31-21","piæ51 di31-21","piæ51 tsiɑ51-21","piæ51 kəu55-31","piæ51 mᴇ31-21","piæ51 di31-21","piæ51 tsiɑ51-21","piæ51 kəu55-31","piæ51 mᴇ31-21","piæ51 di31-21","阿弟","mᴇ31-13 tsɿ","aʔ5 kəu55","aʔ5 tsiɑ51","dɑ᷈13 tsiɑ51-21","dɑ᷈13 ɕioŋ55-21","dɑ᷈13 mᴇ31-21","dɑ᷈13 di31-21","piæ51 tsiɑ51-21","piæ51 kəu55-31","piæ51 mᴇ31-21","piæ51 di31-21","piæ51 tsiɑ51-21","piæ51 kəu55-31","piæ51 mᴇ31-21","piæ51 di31-21","piæ51 tsiɑ51-21","piæ51 kəu55-31","piæ51 mᴇ31-21","piæ51 di31-21","阿弟","mᴇ31-13 tsɿ"
"p_tahi1242_1009","tu'ane","tua'ana","tua'ana","tu'ane","taina tuahine","tu'ane","tua'ana","tu'ane","taina tuahine","tu'ane","tua'ana","tu'ane","taina tuahine","tu'ane","tua'ana","tu'ane","taina tuahine","tu'ane","tu'ane","taina tuahine","tua'ana","tua-hine","tua-hine","tua'ana","tua-hine","teina tu'ane","tua-hine","tua'ana","tua-hine","teina tu'ane","tua-hine","tua'ana","tua-hine","teina tu'ane","tua-hine","tua'ana","tua-hine","teina tu'ane","teina tu'ane","tua-hine"
"p_tami1289_870","en tǎmaiyan","en akkäl","en akkärl","en tǎmaiyǎn","en tangaichchi","en tambi","en mǎchchi","en mǎchchǎn","en mǎchchi","en mǎchchǎn","en mǎchchärl","en mǎchchǎn","en mǎchchärl","en mǎchchǎn","en akkärl","en tǎmaiyǎn","en tangǎichchi","en tambi","en tambí","en tangaichchi","en tǎmaiyan","en akkärl","en akkärl","en tǎmaiyan","en tangaichchi","en tambi","en mǎittuni","en attän","en mǎittuni","en attän","en mǎittǔni","en mǎittǔnǎn","en mǎittuni","en mǎittǔnǎn","en akkärl","en tǎmaiyǎn","en tangǎichchi","en tambi","en tambí","en tangaichchi"
"p_telu1262_871","annǎ","ǎkkǎ","akkǎ","annǎ","chěllělǔ","támmǔlǔ","vǎdǐně","märǎdǐ","mǎrǎdǎlǔ","märǎdi","vadine","bävä","mǎrǎdǎlǔ","märǎdi","akkǎ","annǎ","chěllělǔ","támmǔdǔ","tǎmmǔdǔ","chěllělǔ","annǎ","ǎkkǎ","akkǎ","annǎ","chěllělǔ","támmǔlǔ","vǎdǐně","bävǎ","mǎrǎdǎlǔ","bävǎ","vǎdǐně","bävǎ","mǎrǎdǎlǔ","märǎdǐ","akkǎ","annǎ","chěllělǔ","támmǔdǔ","tǎmmǔdǔ","chěllělǔ"
"p_tetu1246_1024","maun","biin","biin","maun","alin","alin","prima","primu","prima","primu","prima","primu","prima","primu","biin","maun","alin","alin","alin","alin","maun","biin","biin","maun","alin","alin","prima","primu","prima","primu","prima","primu","prima","primu","biin","maun","alin","alin","alin","alin"
"p_tuam1242_960","tu-'ane","tua-'ana","tua-'ana","tu-'ane","teina","tu-'ane","tua-'ana","tu-'ane","teina","tu-'ane","tua-'ana","tu-'ane","teina","tu-'ane","tua-'ana","tu-'ane","teina","tu-'ane","tu-'ane","teina","tua-'ana","tua-hine","tua-hine","tua-'ana","tua-hine","teina","tua-hine","tua-'ana","tua-hine","teina","tua-hine","tua-'ana","tua-hine","teina","tua-hine","tua-'ana","tua-hine","teina","teina","tua-hine"
"p_tubu1240_1047","tuane'a","tua-ana","tua-ana","tuane'a","teina","tuane'a","tua-ana","tuane'a","teina","tuane'a","tua-ana","tuane'a","teina","tuane'a","tua-ana","tuane'a","teina","tuane'a","tuane'a","teina","tua-ana","tua-hine","tua-hine","tua-ana","tua-hine","teina","tua-hine","tua-ana","tua-hine","teina","tua-hine","tua-ana","tua-hine","teina","tua-hine","tua-ana","tua-hine","teina","teina","tua-hine"
"p_turu1249_1053","aphu","api","api","aphu","api","aphu","aming","arat","ana","arat","aning","caa","ana","caa","api","aphu","api","aphu","anau","anau jan","aphu","api","api","aphu","api","aphu","akhri","akhau","akhri","akhau","arat","akhau","arat","akhau","api","aphu","api","aphu","anau","anau jan"
"p_tusc1257_874","ahk-räʼ-je","ahkʼ-je","ahkʼ-je","ahk-räʼ-je","käʼ-gä","käʼ-gä","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahkʼ-je","ahk-räʼ-je","käʼ-gä","käʼ-gä","käʼ-gä","käʼ-gä","ahk-räʼ-je","ahkʼ-je","ahkʼ-je","ahk-räʼ-je","käʼ-gä","käʼ-gä","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahk-gä-räʼ-sthar","ahkʼ-je","ahk-räʼ-je","käʼ-gä","käʼ-gä","käʼ-gä","käʼ-gä"
"p_umir1236_1056","kaka","ati","ati","pinsan","pinsan","pinsan","ati","pinsan","pinsan","pinsan","ati","pinsan","pinsan","pinsan","ati","pinsan","pinsan","pinsan","weli","weli","kaka","ati","ati","pinsan","pinsan","pinsan","ati","pinsan","pinsan","pinsan","ati","pinsan","pinsan","pinsan","ati","pinsan","pinsan","pinsan","weli","weli"
"p_uppe1274_846","ne-sǐʼ-ya","ne-misʼ-sa","ne-de-geʼ-ko","nin-dä-waʼ-mä","ne-de-geʼ-ko","nin-dä-waʼ-mä","ne-douʼ-go-sha","ne-ne-moʼ-sha","ne-douʼ-go-sha","ne-ne-moʼ-sha","nin-donʼ-go-sha","ne-ne-moʼ-sha","nin-donʼ-go-sha","ne-ne-moʼ-sha","ne-de-geʼ-ko","nin-dä-waʼ-mä","ne-de-geʼ-ko","nin-dä-waʼ-mä","ne-sheʼ-ma","ne-sheʼ-ma","ne-sǐ-ya","ne-misʼ-sa","nin-dä-waʼ-mä","nin-dä-waʼ-mä","nin-dä-waʼ-mä","ne-käʼ-na","ne-ne-moʼ-sha","ne-täʼ-wis","ne-ne-moʼ-sha","ne-täʼ-wis","ne-ne-moʼ-sha","ne-täʼ-wis","ne-ne-moʼ-sha","ne-täʼ-wis","nin-dä-waʼ-mä","ne-käʼ-na","nin-dä-waʼ-mä","ne-käʼ-na","ne-sheʼ-ma","ne-sheʼ-ma"
"p_vari1239_1064","vavanina","togana","togana","vavanina","kaena","vavanina","togana","vavanina","kaena","vavanina","togana","vavanina","kaena","vavanina","togana","vavanina","kaena","vavanina","vavanina","kaena","togana","vavanina","vavanina","togana","vavanina","kaena","vavanina","togana","vavanina","kaena","vavanina","togana","vavanina","kaena","vavanina","togana","vavanina","kaena","kaena","vavanina"
"p_vera1241_1065","owo-","uwa-","uwa-","owo-","isi-","owo-","tētē","tētē","tētē","tētē","tētē","tētē","tētē","tētē","uwa-","owo-","isi-","owo-","owo-","isi-","uwa-","owo-","owo-","uwa-","owo-","isi-","tētē","tētē","tētē","tētē","tētē","tētē","tētē","tētē","owo-","uwa-","owo-","isi-","isi-","owo-"
"p_vure1239_1066","tutuëk","togëk","togëk","tutuëk","tësik","tutuëk","rëtnëk","tëmëk","rëtnëk","tëmëk","nötuk","nötuk","nötuk","nötuk","togëk","tutuëk","tësik","tutuëk","tutuëk","tësik","togëk","tutuëk","tutuëk","togëk","tutuëk","tësik","rëtnëk","tëmëk","rëtnëk","tëmëk","nötuk","nötuk","nötuk","nötuk","tutuëk","togëk","tutuëk","tësik","tësik","tutuëk"
"p_wall1257_1068","tau tuagane","tao-kete","tao-kete","tau tuagane","tau ta'a","tau tuagane","tao-kete","tau tuagane","tau ta'a","tau tuagane","tao-kete","tau tuagane","tau ta'a","tau tuagane","tao-kete","tau tuagane","tau ta'a","tau tuagane","tau tuagane","tau ta'a","tao-kete","tau ta'a","tau ta'a","tao-kete","tau ta'a","tehina","tau ta'a","tao-kete","tau ta'a","tehina","tau ta'a","tao-kete","tau ta'a","tehina","tau ta'a","tao-kete","tau ta'a","tehina","tehina","tau ta'a"
"p_wang1290_1071","nhuthi","kaku","kaku","nhuthi","kupaka","kupaka","apirla","withiwa","apirla","withiwa","apirla","withiwa","apirla","withiwa","kaku","nhuthi","kupaka","kupaka","kupaka","kupaka","nhuthi","kaku","kaku","nhuthi","kupaka","kupaka","apirla","withiwa","apirla","withiwa","apirla","withiwa","apirla","withiwa","kaku","nhuthi","kupaka","kupaka","kupaka","kupaka"
"p_warr1257_1073","wartayi","kakayi","kakayi","wartayi","kuku-iyar","kuku","tawil-iyar","tawil-iyar","tawil-iyar","tawil-iyar","tawil","tawil","tawil","tawil","kakayi","wartayi","kuku-iyar","kuku","kuku","kuku-iyar","wartayi","kakayi","kakayi","wartayi","kuku-iyar","kuku","tawil-iyar","tawil-iyar","tawil-iyar","tawil-iyar","tawil","tawil","tawil","tawil","kakayi","wartayi","kuku-iyar","kuku","kuku","kuku-iyar"
"p_wers1238_1080","-nang","-nang","-nang","-nang","-kaku","-kaku","-nang","-nang","-kaku","-kaku","-nang","-nang","-kaku","-kaku","-nang","-nang","-kaku","-kaku","-kaku","-kaku","-nang","-nang","-nang","-nang","-kaku","-kaku","-nang","-nang","-kaku","-kaku","-nang","-nang","-kaku","-kaku","-nang","-nang","-kaku","-kaku","-kaku","-kaku"
"p_winn1245_879","e-cheʼ-to","e-nooʼ","e-nooʼ","e-cheʼ-to","e-chunkʼ","e-sǔnkʼ","e-nookʼ","e-nekeʼ","e-nookʼ","e-nekeʼ","nä-neʼ-kä","e-takeʼ","nä-neʼ-kä","e-takeʼ","e-nooʼ","e-cheʼ-to","e-chunkʼ","e-sǔnkʼ","e-sǔnkʼ","e-chunkʼ","e-neʼ","e-nooʼ","e-nooʼ","e-cheʼ-to","wychʼ-kä","e-sǔnkʼ","e-choon̤-zhunkʼ","e-choonshʼ-ka","e-choon̤-zhunkʼ","e-choonshʼ-ka","nä-neʼ-kä","e-takeʼ","nä-neʼ-kä","e-takeʼ","e-nooʼ","e-neʼ","wychʼ-kä","e-sǔnkʼ","e-sǔnkʼ","wychʼ-kä"
"p_woge1237_1090","lu","toka","toka","lu","tei","lu","maun","maun","maun","maun","maun","maun","maun","maun","toka","lu","tei","lu","lu","tei","toka","lu","lu","toka","lu","tei","maun","maun","maun","maun","maun","maun","maun","maun","lu","toka","lu","tei","tei","lu"
"p_wood1236_880","neese-taseʼ","ne-mishʼ","ne-mishʼ","neese-taseʼ","ne-sha-mishʼ","ne-sha-mishʼ","n'-jäʼ-koase","neeʼ-she-moos","n'-däʼ-koase","neeʼ-che-moosh","n'-jäʼ-koase","neeʼ-che-moosh","n'-jäʼ-koase","neeʼ-che-moosh","ne-mishʼ","neese-taseʼ","ne-she-mishʼ","ne-sha-mishʼ","ne-sha-mishʼ","ne-sha-mishʼ","neese-taseʼ","ne-mishʼ","ne-mishʼ","neese-taseʼ","ne-she-mishʼ","ne-sha-mishʼ","neeʼ-che-moosh","nee-säsʼ","neeʼ-che-moosh","neeʼ-säsʼ","neeʼ-che-moosh","nee-säsʼ","neeʼ-che-moosh","nee-säsʼ","ne-mishʼ","neese-taseʼ","ne-she-mishʼ","ne-sha-mishʼ","ne-sha-mishʼ","ne-sha-mishʼ"
"p_wyan1247_881","ha-yeʼ-uh","a-yeʼ-uh","a-yeʼ-uh","ha-yeʼ-ah","ya-ye-äʼ-hä","ha-ye-aʼ-hä","jä-räʼ-seh","ja-räʼ-seh","jä-räʼ-seh","jä-räʼ-seh","jä-räʼ-seh","jä-räʼ-seh","jä-räʼ-seh","jä-räʼ-seh","a-yeʼ-uh","ha-yeʼ-uh","ya-ye-äʼ-hä","ha-ye-äʼ-hä","ha-ye-aʼ-hä","ya-ye-ahʼ-hä","ha-yeʼ-uh","a-yeʼ-uh","a-yeʼ-uh","ha-yeʼ-ah","ya-ye-äʼ-hä","ha-ye-äʼ-hä","jä-räʼ-seh","jä-räʼ-seh","jä-räʼ-seh","jä-räʼ-seh","jä-räʼ-seh","jä-räʼ-seh","jä-räʼ-seh","jä-räʼ-seh","a-yeʼ-uh","ha-yeʼ-ah","ya-ye-äʼ-hä","ha-ye-aʼ-hä","ha-ye-aʼ-hä","ya-ye-ahʼ-hä"
"p_yagw1240_909","kada","kananji","kananji","kada","kanab","kanugwa","kadakwa","kadakwa","kadakwa","kadakwa","kadakwa","kadakwa","kadakwa","kadakwa","kananji","kada","kanab","kanugwa","kanugwa","kanab","kada","kananji","kananji","kada","kanab","kanugwa","kadakwa","kadakwa","kadakwa","kadakwa","kadakwa","kadakwa","kadakwa","kadakwa","kananji","kada","kanab","kanugwa","kanugwa","kanab"
"p_yand1253_1099","nguthu","kaku","kaku","nguthu","ngathadi","ngathadi","kami","kami","kami","kami","kami","kami","kami","kami","kaku","nguthu","ngathadi","ngathadi","ngathadi","ngathadi","nguthu","kaku","kaku","nguthu","ngathadi","ngathadi","kami","kami","kami","kami","kami","kami","kami","kami","kaku","nguthu","ngathadi","ngathadi","ngathadi","ngathadi"
"p_yelm1242_1101","nana","nana","nana","nana","wobia","wobia","olia","olia","olia","olia","olia","olia","olia","olia","nana","nana","wobia","wobia","wobia","wobia","nana","nana","nana","nana","wobia","wobia","olia","olia","olia","olia","olia","olia","olia","olia","nana","nana","wobia","wobia","wobia","wobia"
"p_yidi1250_1102","jiliburrway","janggul","janggul","jiliburrway","janggul","ganinggirray","man.ga","man.ga","man.ga","man.ga","man.ga","man.ga","man.ga","man.ga","janggul","jiliburrway","janggul","ganinggirray","ganinggirray","janggul","jiliburrway","janggul","janggul","jiliburrway","janggul","ganinggirray","man.ga","man.ga","man.ga","man.ga","man.ga","man.ga","man.ga","man.ga","janggul","jiliburrway","janggul","ganinggirray","ganinggirray","janggul"
"p_yura1255_1106","pipi","neshu","neshu","pipi","dyama","dyama","neshu","pipi","dyama","dyama","neshu","pipi","dyama","dyama","neshu","pipi","dyama","dyama","dyama","dyama","pii","yee","yee","pii","yee","paa","yee","pii","yee","paa","yee","pii","yee","paa","yee","pii","yee","paa","paa","yee"
"p_zulu1248_785","u´-mna wa´-tǔ","u-dä´-da wa´-tǔ","u-dä´-dä wä´-tǔ","u´-mfo wá-tǔ","u-dä´-dä wä´-tǔ","u-mwä´-wä wä´-me","u´-da´-dä wä´-tǔ","u-mwä wä´-tǔ","u´-dä´-dä wä´-tǔ","u´-mfo wä´-tǔ","u´-mzä´-lä wä´-me","u´-mzä´-lä wä´-tǔ","u´-mzä´-lä wä´-me","u´-mzä´-lä wä´-tǔ","u-dä´-dä wä´-tǔ","u´-mna wä´-me","u-dä´-dä wä´-tǔ","u-mnä´-wä","u-mnä´-wa wä´-ma","u-dá´da wa´-tǔ","u´-mna wa´-tǔ","u-dä´-da wa´-tǔ","u-dä´-dä wä´-tǔ","u´-mfo wá-tǔ","u-dä´-dä wä´-tǔ","u-mnä´-wä wä´-me","u´-da´-dä wä´-tǔ","u-mnä wä´-tǔ","u´-dä´-dä wä´-tǔ","u´-mfo wä´-tǔ","u´-mzä´-lä wä´-me","u-mzä´-lä wä´-tǔ","u´-mzä´-lä wä´-me","u-mzä´-lä wä´-tǔ","u-dä´-dä wä´-tǔ","u´-mnä wä´-me","u-dä´-dä wä´-tǔ","u-mnä´-wä wä´-me","u-mnä´-wa wä´-ma","u-dä-da wa´-tǔ"
"v_ache1246_1","key'y","key'y","ãpã radjy","ãpã ray","ãpã radjy","ãpã ray","ei memby","ei memby","ei memby","ei memby","ãpã radjy","ãpã ray","ãpã radjy","ãpã ray","ei memby","ei memby","ei memby","ei memby","tywy","tywy","key'y","key'y","ãpã radjy","ãpã ray","ãpã radjy","ãpã ray","ei memby","ei memby","ei memby","ei memby","tuty radjy","tuty ray","tuty radjy","tuty ray","ei memby","ei memby","ei memby","ei memby","tywy","tywy"
"v_afri1274_62","broer","suster","niggie","neef","niggie","neef","niggie","neef","niggie","neef","niggie","neef","niggie","neef","niggie","neef","niggie","neef","broer","suster","broer","suster","niggie","neef","niggie","neef","niggie","neef","niggie","neef","niggie","neef","niggie","neef","niggie","neef","niggie","neef","broer","suster"
"v_aghu1253_3","ču","či","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","bic’i ču","bic’i ču","ču","či","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","čibxar","bic’i ču","bic’i ču"
"v_agua1253_4","yac̷u-g","uba-g","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","yac̷u-g","uba-g","yac̷u-g","uba-g","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","i'ka 'yac̷u-t","yac̷u-g","uba-g"
"v_akhv1239_5","wac̄i","yac̄i","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","ink̄ʼʷaw wac̄i","ink̄ʼʷay yac̄i","wac̄i","yac̄i","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","wac̄iqʼabi","ink̄ʼʷaw wac̄i","ink̄ʼʷay yac̄i"
"v_alba1267_8","bacë","dadë","kushërirë","kushëri","kushërirë","kushëri","kushërirë","kushëri","kushërirë","kushëri","kushërirë","kushëri","kushërirë","kushëri","kushërirë","kushëri","kushërirë","kushëri","vëlla","motër","bacë","dadë","kushërirë","kushëri","kushërirë","kushëri","kushërirë","kushëri","kushërirë","kushëri","kushërirë","kushëri","kushërirë","kushëri","kushërirë","kushëri","kushërirë","kushëri","vëlla","motër"
"v_alya1239_9","awiyatja","angkuriya","angkuriya","awiyatja","aytiyatja","aytiyatja","altyele","ankele","altyele","ankele","altyele","ankele","altyele","ankele","angkuriya","awiyatja","aytiyatja","aytiyatja","aytiyatja","aytiyatja","awiyatja","angkuriya","angkuriya","awiyatja","aytiyatja","aytiyatja","altyele","ankele","altyele","ankele","altyele","ankele","altyele","ankele","angkuriya","awiyatja","aytiyatja","aytiyatja","aytiyatja","aytiyatja"
"v_amha1245_10","tallaq wändem","tallaq ehet","yä-aggot lej","yä-aggot lej","yä-aggot lej","yä-aggot lej","yä-akest lej","yä-akest lej","yä-akest lej","yä-akest lej","yä-aggot lej","yä-aggot lej","yä-aggot lej","yä-aggot lej","yä-akest lej","yä-akest lej","yä-akest lej","yä-akest lej","wändem","ehet","tallaq wändem","tallaq ehet","yä-aggot lej","yä-aggot lej","yä-aggot lej","yä-aggot lej","yä-akest lej","yä-akest lej","yä-akest lej","yä-akest lej","yä-aggot lej","yä-aggot lej","yä-aggot lej","yä-aggot lej","yä-akest lej","yä-akest lej","yä-akest lej","yä-akest lej","wändem","ehet"
"v_anci1242_13","adelpheós","adelphée","anepsiá","anepsiós","anepsiá","anepsiós","anepsiá","anepsiós","anepsiá","anepsiós","anepsiá","anepsiós","anepsiá","anepsiós","anepsiá","anepsiós","anepsiá","anepsiós","adelpheós","adelphée","adelpheós","adelphée","anepsiá","anepsiós","anepsiá","anepsiós","anepsiá","anepsiós","anepsiá","anepsiós","anepsiá","anepsiós","anepsiá","anepsiós","anepsiá","anepsiós","anepsiá","anepsiós","adelpheós","adelphée"
"v_ancu1238_24","wac̄","yac̄","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","tʼinaw wac̄","tʼinay yac̄","wac̄","yac̄","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","wacaʕal","tʼinaw wac̄","tʼinay yac̄"
"v_anda1281_25","woc̄i","yec̄i","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","mičʼi woc̄i","mičʼi yec̄i","woc̄i","yec̄i","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","mičʼi woc̄i","mičʼi yec̄i"
"v_andi1255_14","woc̄i","yec̄i","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","mičʼi woc̄i","mičʼi yec̄i","woc̄i","yec̄i","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","wacʔal","mičʼi woc̄i","mičʼi yec̄i"
"v_arch1244_18","ušdu","došdur","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","t’it̄u ušdu","t’it̄ur došdur","ušdu","došdur","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","šekert̄u","t’it̄u ušdu","t’it̄ur došdur"
"v_asut1235_21","ṃjinåwa ṃbaha","rumbúrya ṃbaha","rumbúrya","mjinåwa","rumbúrya","mjinåwa","rumbúrya","mjinåwa","rumbúrya","mjinåwa","rumbúrya","mjinåwa","rumbúrya","mjinåwa","rumbúrya","mjinåwa","rumbúrya","mjinåwa","ṃjinåwa ṃdori","rumbúrya ṃdori","ṃjinåwa ṃbaha","rumbúrya ṃbaha","rumbúrya","mjinåwa","rumbúrya","mjinåwa","rumbúrya","mjinåwa","rumbúrya","mjinåwa","rumbúrya","mjinåwa","rumbúrya","mjinåwa","rumbúrya","mjinåwa","rumbúrya","mjinåwa","ṃjinåwa ṃdori","rumbúrya ṃdori"
"v_avar1256_28","vats","jats","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","t'inav vats","t'inay yats","vats","jats","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","vatsalav","t'inav vats","t'inay yats"
